timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747818879643,1003,Login,200,OK,Group 1 1-7,text,true,,1470,519,10,10,http://52.159.140.65:8065/api/v4/users/login,1003,0,69
1747818879644,632,Login,200,OK,Group 1 1-3,text,true,,1470,518,10,10,http://52.159.140.65:8065/api/v4/users/login,632,0,68
1747818879643,1089,Login,200,OK,Group 1 1-8,text,true,,1468,518,10,10,http://52.159.140.65:8065/api/v4/users/login,1089,0,69
1747818879644,212,Login,200,OK,Group 1 1-10,text,true,,1469,519,10,10,http://52.159.140.65:8065/api/v4/users/login,212,0,68
1747818879643,724,Login,200,OK,Group 1 1-2,text,true,,1473,521,10,10,http://52.159.140.65:8065/api/v4/users/login,724,0,69
1747818879643,313,Login,200,OK,Group 1 1-9,text,true,,1471,519,10,10,http://52.159.140.65:8065/api/v4/users/login,313,0,69
1747818879643,505,Login,200,OK,Group 1 1-6,text,true,,1471,520,10,10,http://52.159.140.65:8065/api/v4/users/login,505,0,69
1747818879642,416,Login,200,OK,Group 1 1-5,text,true,,1472,521,10,10,http://52.159.140.65:8065/api/v4/users/login,416,0,70
1747818879643,907,Login,200,OK,Group 1 1-1,text,true,,1469,519,10,10,http://52.159.140.65:8065/api/v4/users/login,907,0,69
1747818879643,813,Login,200,OK,Group 1 1-4,text,true,,1471,519,10,10,http://52.159.140.65:8065/api/v4/users/login,813,0,69
1747818884610,18,Get User Data,200,OK,Group 1 1-7,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,17,0,0
1747818884611,19,Get User Data,200,OK,Group 1 1-9,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,15,0,0
1747818884611,20,Get User Data,200,OK,Group 1 1-8,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,16,0,0
1747818884616,21,Get User Data,200,OK,Group 1 1-4,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,20,0,0
1747818884614,28,Get User Data,200,OK,Group 1 1-10,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,27,0,0
1747818884615,30,Get User Data,200,OK,Group 1 1-5,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,29,0,0
1747818884610,35,Get User Data,200,OK,Group 1 1-2,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,35,0,0
1747818884618,29,Get User Data,200,OK,Group 1 1-1,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,28,0,0
1747818884610,40,Get User Data,200,OK,Group 1 1-3,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,40,0,0
1747818884615,37,Get User Data,200,OK,Group 1 1-6,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,37,0,0
1747818887633,6,Get Channels,200,OK,Group 1 1-7,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,6,0,0
1747818887633,7,Get Channels,200,OK,Group 1 1-8,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,7,0,0
1747818887633,6,Get Channels,200,OK,Group 1 1-9,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,6,0,0
1747818887642,3,Get Channels,200,OK,Group 1 1-4,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,3,0,0
1747818887644,7,Get Channels,200,OK,Group 1 1-10,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,7,0,0
1747818887646,5,Get Channels,200,OK,Group 1 1-5,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,5,0,0
1747818887648,9,Get Channels,200,OK,Group 1 1-2,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,9,0,0
1747818887655,3,Get Channels,200,OK,Group 1 1-6,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,3,0,0
1747818887656,3,Get Channels,200,OK,Group 1 1-3,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,3,0,0
1747818887654,8,Get Channels,200,OK,Group 1 1-1,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,7,0,0
1747818890642,22,Get Posts on TownCentre,200,OK,Group 1 1-8,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,22,0,0
1747818890653,20,Get Posts on TownCentre,200,OK,Group 1 1-5,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,20,0,0
1747818890642,34,Get Posts on TownCentre,200,OK,Group 1 1-7,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,34,0,0
1747818890646,32,Get Posts on TownCentre,200,OK,Group 1 1-4,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,32,0,0
1747818890644,35,Get Posts on TownCentre,200,OK,Group 1 1-9,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,35,0,0
1747818890659,25,Get Posts on TownCentre,200,OK,Group 1 1-10,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,25,0,0
1747818890661,25,Get Posts on TownCentre,200,OK,Group 1 1-3,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,25,0,0
1747818890659,27,Get Posts on TownCentre,200,OK,Group 1 1-6,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,27,0,0
