timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747818691167,257,Login,200,OK,Group 1 1-3,text,true,,1470,518,10,10,http://52.159.140.65:8065/api/v4/users/login,257,0,65
1747818691164,515,Login,200,OK,Group 1 1-7,text,true,,1470,519,10,10,http://52.159.140.65:8065/api/v4/users/login,515,0,68
1747818691172,1068,Login,200,OK,Group 1 1-10,text,true,,1469,519,10,10,http://52.159.140.65:8065/api/v4/users/login,1068,0,58
1747818691174,324,Login,200,OK,Group 1 1-8,text,true,,1473,521,10,10,http://52.159.140.65:8065/api/v4/users/login,324,0,58
1747818691169,801,Login,200,OK,Group 1 1-2,text,true,,1468,518,10,10,http://52.159.140.65:8065/api/v4/users/login,801,0,63
1747818691165,423,Login,200,OK,Group 1 1-4,text,true,,1471,520,10,10,http://52.159.140.65:8065/api/v4/users/login,422,0,67
1747818691177,887,Login,200,OK,Group 1 1-1,text,true,,1469,519,10,10,http://52.159.140.65:8065/api/v4/users/login,887,0,52
1747818691174,709,Login,200,OK,Group 1 1-9,text,true,,1471,519,10,10,http://52.159.140.65:8065/api/v4/users/login,708,0,59
1747818691174,989,Login,200,OK,Group 1 1-5,text,true,,1471,519,10,10,http://52.159.140.65:8065/api/v4/users/login,989,0,58
1747818691174,608,Login,200,OK,Group 1 1-6,text,true,,1472,521,10,10,http://52.159.140.65:8065/api/v4/users/login,607,0,58
1747818696070,22,Get User Data,200,OK,Group 1 1-6,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,21,0,0
1747818696078,21,Get User Data,200,OK,Group 1 1-4,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,20,0,0
1747818696079,21,Get User Data,200,OK,Group 1 1-5,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,21,0,0
1747818696073,28,Get User Data,200,OK,Group 1 1-2,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,26,0,0
1747818696069,37,Get User Data,200,OK,Group 1 1-1,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,37,0,0
1747818696076,33,Get User Data,200,OK,Group 1 1-10,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,33,0,0
1747818696077,34,Get User Data,200,OK,Group 1 1-7,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,33,0,0
1747818696070,42,Get User Data,200,OK,Group 1 1-3,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,42,0,0
1747818696070,43,Get User Data,200,OK,Group 1 1-9,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,43,0,0
1747818696072,43,Get User Data,200,OK,Group 1 1-8,text,true,,3722,513,10,10,http://52.159.140.65:8065/api/v4/users,43,0,0
1747818699094,6,Get Channels,200,OK,Group 1 1-6,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,6,0,0
1747818699102,4,Get Channels,200,OK,Group 1 1-5,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,3,0,0
1747818699103,6,Get Channels,200,OK,Group 1 1-4,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,6,0,0
1747818699102,9,Get Channels,200,OK,Group 1 1-2,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,9,0,0
1747818699109,5,Get Channels,200,OK,Group 1 1-1,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,5,0,0
1747818699113,5,Get Channels,200,OK,Group 1 1-10,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,5,0,0
1747818699115,6,Get Channels,200,OK,Group 1 1-7,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,6,0,0
1747818699116,6,Get Channels,200,OK,Group 1 1-3,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,6,0,0
1747818699119,5,Get Channels,200,OK,Group 1 1-8,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,5,0,0
1747818699120,5,Get Channels,200,OK,Group 1 1-9,text,true,,825,549,10,10,http://52.159.140.65:8065/api/v4/teams/agcjsx5uj7difpi63u4ucm58br/channels,5,0,0
1747818702101,15,Get Posts on TownCentre,200,OK,Group 1 1-6,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,15,0,0
1747818702107,33,Get Posts on TownCentre,200,OK,Group 1 1-5,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,33,0,0
1747818702112,42,Get Posts on TownCentre,200,OK,Group 1 1-2,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,42,0,0
1747818702113,46,Get Posts on TownCentre,200,OK,Group 1 1-4,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,46,0,0
1747818702122,58,Get Posts on TownCentre,200,OK,Group 1 1-7,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,58,0,0
1747818702115,75,Get Posts on TownCentre,200,OK,Group 1 1-1,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,75,0,0
1747818702123,69,Get Posts on TownCentre,200,OK,Group 1 1-3,text,true,,948,549,10,10,http://52.159.140.65:8065/api/v4/channels/9u5kmu66rfg1ifjui96yh1c6ew/posts,69,0,0
